GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	E9QJ32	eya1	GO:0045739	positive regulation of DNA repair	P
UniProtKB	E9QJ68	trak1a	GO:0098957	anterograde axonal transport of mitochondrion	P
UniProtKB	E9QJ85	si:ch211-274f20.2	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	E9QJ90	ormdl3	GO:2000303	regulation of ceramide biosynthetic process	P
UniProtKB	E9QJ97	phip	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	E9QJB8	si:ch211-274p24.2	GO:0016598	protein arginylation	P
UniProtKB	E9QJB8	si:ch211-274p24.2	GO:0016598	protein arginylation	P
UniProtKB	E9QJE8	si:dkey-27d5.4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	E9QJF1	edem1	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	E9QJF1	edem1	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	E9QJI2	tnfaip1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	E9QJL9	dcaf11	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1D6H5	acd	GO:0016233	telomere capping	P
UniProtKB	F1D6H5	acd	GO:0016233	telomere capping	P
UniProtKB	F1D6H5	acd	GO:0000723	telomere maintenance	P
UniProtKB	F1D6H5	acd	GO:0007004	telomere maintenance via telomerase	P
UniProtKB	F1D6H6	pot1	GO:0016233	telomere capping	P
UniProtKB	F1D6H6	pot1	GO:0000723	telomere maintenance	P
UniProtKB	F1LLQ4	cart1	GO:0009267	cellular response to starvation	P
UniProtKB	F1LLQ4	cart1	GO:0032099	negative regulation of appetite	P
UniProtKB	F1LLQ6	CART2b	GO:0009267	cellular response to starvation	P
UniProtKB	F1LLQ6	CART2b	GO:0032099	negative regulation of appetite	P
UniProtKB	F1Q4N0	hipk2	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	P
UniProtKB	F1Q4N1	rc3h2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q4P4	polq	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	F1Q4R9	meox1	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1Q4U0	wdr41	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q4V9	rxraa	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	F1Q4V9	rxraa	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	F1Q4W3	derl1	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q4W3	derl1	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1Q4W3	derl1	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	F1Q4W5	rubcn	GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	P
UniProtKB	F1Q4W5	rubcn	GO:1901097	negative regulation of autophagosome maturation	P
UniProtKB	F1Q524	clec16a	GO:1901096	regulation of autophagosome maturation	P
UniProtKB	F1Q529	trip12	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q540	edem3	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	F1Q540	edem3	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	F1Q541	prkag3a	GO:0042149	cellular response to glucose starvation	P
UniProtKB	F1Q572	soga3b	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q5A9	ube4b	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q5A9	ube4b	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q5A9	ube4b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q5G8	si:dkey-49n23.1	GO:0001755	neural crest cell migration	P
UniProtKB	F1Q5N4	psmb7	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	F1Q5N4	psmb7	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	F1Q5N4	psmb7	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	F1Q5R9	eya4	GO:0045739	positive regulation of DNA repair	P
UniProtKB	F1Q5V5	hectd3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q5X3	cdc27	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	F1Q5Z8	sqstm1	GO:0035973	aggrephagy	P
UniProtKB	F1Q5Z8	sqstm1	GO:0000423	mitophagy	P
UniProtKB	F1Q5Z8	sqstm1	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q5Z8	sqstm1	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q5Z8	sqstm1	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q620	slc5a7a	GO:0007271	synaptic transmission, cholinergic	P
UniProtKB	F1Q620	slc5a7a	GO:0007274	neuromuscular synaptic transmission	P
UniProtKB	F1Q632	nedd4l	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q632	nedd4l	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q653	ptpn23a	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	F1Q656	mogat2	GO:0006651	diacylglycerol biosynthetic process	P
UniProtKB	F1Q665	rragca	GO:0009267	cellular response to starvation	P
UniProtKB	F1Q665	rragca	GO:0010506	regulation of autophagy	P
UniProtKB	F1Q6A2	jak2b	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	P
UniProtKB	F1Q6G0	ern2	GO:0036498	IRE1-mediated unfolded protein response	P
UniProtKB	F1Q6G0	ern2	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1Q6I6	hbae5	GO:0042744	hydrogen peroxide catabolic process	P
UniProtKB	F1Q6J9	prickle1a	GO:0001755	neural crest cell migration	P
UniProtKB	F1Q6K1	usp24	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q6M3	acvr2ba	GO:0001755	neural crest cell migration	P
UniProtKB	F1Q6M4	dgkg	GO:0046339	diacylglycerol metabolic process	P
UniProtKB	F1Q6S4	abhd16a	GO:0052651	monoacylglycerol catabolic process	P
UniProtKB	F1Q6S9	lix1	GO:0097352	autophagosome maturation	P
UniProtKB	F1Q6Z1	faf2	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q6Z5	cnbpa	GO:0014036	neural crest cell fate specification	P
UniProtKB	F1Q745	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	F1Q745	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	F1Q745	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	F1Q7A3	plcl1	GO:0032228	regulation of synaptic transmission, GABAergic	P
UniProtKB	F1Q7B1	furinb	GO:0016486	peptide hormone processing	P
UniProtKB	F1Q7D2	usp40	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q7E7	cdc34b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q7L4	gpr27	GO:0042593	glucose homeostasis	P
UniProtKB	F1Q7M5	cul1b	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q7M5	cul1b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q7S0	vti1a	GO:0016236	macroautophagy	P
UniProtKB	F1Q7S8	ago3a	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	P
UniProtKB	F1Q7U1	ube3d	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q7W3	fbxo33	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q833	si:ch211-263k4.2	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1Q877	mffa	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	F1Q8A0	ctsk	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	F1Q8C4	trak1a	GO:0098957	anterograde axonal transport of mitochondrion	P
UniProtKB	F1Q8D2	nsfl1c	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q8D2	nsfl1c	GO:0000045	autophagosome assembly	P
UniProtKB	F1Q8K3	stub1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q8K3	stub1	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	P
UniProtKB	F1Q8K4	ankzf1	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q8M7	fbxo44.5	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q8M7	fbxo44.5	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q8U2	ubqln4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q8W8	calr	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q955	ptger4a	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	F1Q964	ddit3	GO:0046890	regulation of lipid biosynthetic process	P
UniProtKB	F1Q974	rnf8	GO:0045739	positive regulation of DNA repair	P
UniProtKB	F1Q9C4	prkn	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q9E0	atg12	GO:0000045	autophagosome assembly	P
UniProtKB	F1Q9E0	atg12	GO:0000045	autophagosome assembly	P
UniProtKB	F1Q9E8	lig4	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	F1Q9E8	lig4	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	F1Q9F3	pik3c3	GO:0000045	autophagosome assembly	P
UniProtKB	F1Q9H9	mtor	GO:0016242	negative regulation of macroautophagy	P
UniProtKB	F1Q9Q8	rnf152	GO:0010508	positive regulation of autophagy	P
UniProtKB	F1Q9Q8	rnf152	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	F1Q9R3	klhl22	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q9R3	klhl22	GO:1904263	positive regulation of TORC1 signaling	P
UniProtKB	F1Q9R6	dgkg	GO:0046339	diacylglycerol metabolic process	P
UniProtKB	F1Q9T0	fbxo6.2	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1Q9T0	fbxo6.2	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1Q9Y1	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	F1Q9Y1	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	F1Q9Y1	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	F1Q9Z3	dgat1b	GO:0019432	triglyceride biosynthetic process	P
UniProtKB	F1Q9Z3	dgat1b	GO:0019432	triglyceride biosynthetic process	P
UniProtKB	F1QA02	bcas3	GO:0042594	response to starvation	P
UniProtKB	F1QA22	lipca	GO:0019433	triglyceride catabolic process	P
UniProtKB	F1QA69	F1QA69	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1QA69	F1QA69	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1QB06	dnajb9a	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QB13	glis3	GO:0042593	glucose homeostasis	P
UniProtKB	F1QB30	amfra	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1QB30	amfra	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QB84	pik3r2	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	F1QBM0	elapor1	GO:0000045	autophagosome assembly	P
UniProtKB	F1QBX8	zgc:174354	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QC12	fbxo48	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QCA7	notch1b	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QCA8	atg9a	GO:0034497	protein localization to phagophore assembly site	P
UniProtKB	F1QCB2	cxcr4a	GO:1903045	neural crest cell migration involved in sympathetic nervous system development	P
UniProtKB	F1QCE3	prdx5	GO:0042744	hydrogen peroxide catabolic process	P
UniProtKB	F1QCL4	lamp2	GO:0097352	autophagosome maturation	P
UniProtKB	F1QCL4	lamp2	GO:0009267	cellular response to starvation	P
UniProtKB	F1QCL4	lamp2	GO:0016236	macroautophagy	P
UniProtKB	F1QCP2	nalcn	GO:0032230	positive regulation of synaptic transmission, GABAergic	P
UniProtKB	F1QCP6	tafazzin	GO:0000423	mitophagy	P
UniProtKB	F1QCP8	cts12	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	F1QCR4	ankzf1	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QCR8	khk	GO:0009749	response to glucose	P
UniProtKB	F1QCS2	os9	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QCS2	os9	GO:0030970	retrograde protein transport, ER to cytosol	P
UniProtKB	F1QCS2	os9	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QCS2	os9	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1QCS3	ccs	GO:0019430	removal of superoxide radicals	P
UniProtKB	F1QCS3	ccs	GO:0004784	superoxide dismutase activity	F
UniProtKB	F1QCS3	ccs	GO:0006801	superoxide metabolic process	P
UniProtKB	F1QCT6	plaa	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QCV2	hdac10	GO:0016236	macroautophagy	P
UniProtKB	F1QD02	grb7	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	F1QD21	zgc:113337	GO:0150079	negative regulation of neuroinflammatory response	P
UniProtKB	F1QD28	march6	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QD30	gata2b	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QD86	si:ch211-212k18.15	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QDI6	mych	GO:0014032	neural crest cell development	P
UniProtKB	F1QDI6	mych	GO:0014032	neural crest cell development	P
UniProtKB	F1QDI6	mych	GO:0014032	neural crest cell development	P
UniProtKB	F1QDJ7	skp2	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QDM9	apodb	GO:0007568	aging	P
UniProtKB	F1QDP9	terf1	GO:0007004	telomere maintenance via telomerase	P
UniProtKB	F1QE21	ubl7a	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QE52	tert	GO:0007004	telomere maintenance via telomerase	P
UniProtKB	F1QE52	tert	GO:0007004	telomere maintenance via telomerase	P
UniProtKB	F1QE95	ece1	GO:0016486	peptide hormone processing	P
UniProtKB	F1QEA0	zgc:77838	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEA3	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QEB7	wdr11	GO:0001755	neural crest cell migration	P
UniProtKB	F1QEB7	wdr11	GO:0001755	neural crest cell migration	P
UniProtKB	F1QEG9	smurf1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QEG9	smurf1	GO:0030579	ubiquitin-dependent SMAD protein catabolic process	P
UniProtKB	F1QEG9	smurf1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QEQ3	dap1b	GO:0010507	negative regulation of autophagy	P
UniProtKB	F1QEQ3	dap1b	GO:0034198	cellular response to amino acid starvation	P
UniProtKB	F1QET5	lipg	GO:0019433	triglyceride catabolic process	P
UniProtKB	F1QET7	fscn1a	GO:1903045	neural crest cell migration involved in sympathetic nervous system development	P
UniProtKB	F1QET7	fscn1a	GO:1903045	neural crest cell migration involved in sympathetic nervous system development	P
UniProtKB	F1QET7	fscn1a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QET7	fscn1a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QET7	fscn1a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QEY7	atp6v0a1a	GO:0097352	autophagosome maturation	P
UniProtKB	F1QEY7	atp6v0a1a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QEZ5	slc27a1a	GO:0071072	negative regulation of phospholipid biosynthetic process	P
UniProtKB	F1QF17	si:ch211-197l9.2	GO:0010506	regulation of autophagy	P
UniProtKB	F1QF19	hectd3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QF70	sema4c	GO:0001755	neural crest cell migration	P
UniProtKB	F1QFC4	noc2l	GO:0035067	negative regulation of histone acetylation	P
UniProtKB	F1QFE7	chrna2b	GO:0015464	acetylcholine receptor activity	F
UniProtKB	F1QFE7	chrna2b	GO:0007271	synaptic transmission, cholinergic	P
UniProtKB	F1QFF9	vps36	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	F1QFG3	plin2	GO:0010890	positive regulation of sequestering of triglyceride	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFL2	hif1aa	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	F1QFN1	si:dkey-222l13.1	GO:0007274	neuromuscular synaptic transmission	P
UniProtKB	F1QFN6	rffl	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QFP8	stx17	GO:0097352	autophagosome maturation	P
UniProtKB	F1QFR0	tg	GO:0006590	thyroid hormone generation	P
UniProtKB	F1QFR0	tg	GO:0042446	hormone biosynthetic process	P
UniProtKB	F1QFR9	psme4a	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	P
UniProtKB	F1QFR9	psme4a	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	P
UniProtKB	F1QFS9	usp13	GO:0010506	regulation of autophagy	P
UniProtKB	F1QFS9	usp13	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QFW2	trim2a	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QFX3	ghra	GO:0060396	growth hormone receptor signaling pathway	P
UniProtKB	F1QFY1	cul5b	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QFY1	cul5b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QG01	acvr2aa	GO:0001755	neural crest cell migration	P
UniProtKB	F1QG48	tnfaip3	GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QGF1	zgc:113263	GO:0016233	telomere capping	P
UniProtKB	F1QGF1	zgc:113263	GO:0016233	telomere capping	P
UniProtKB	F1QGH9	psmd11b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QGH9	psmd11b	GO:0048863	stem cell differentiation	P
UniProtKB	F1QGH9	psmd11b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QGI2	sec63	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	F1QGJ3	zgc:77486	GO:0010890	positive regulation of sequestering of triglyceride	P
UniProtKB	F1QGL1	chd7	GO:0001755	neural crest cell migration	P
UniProtKB	F1QGL1	chd7	GO:0001755	neural crest cell migration	P
UniProtKB	F1QGL8	dgat1b	GO:0019432	triglyceride biosynthetic process	P
UniProtKB	F1QGR2	si:ch211-198k9.6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QGW9	sema3c	GO:0001755	neural crest cell migration	P
UniProtKB	F1QGY8	gpm6bb	GO:0051612	negative regulation of serotonin uptake	P
UniProtKB	F1QH18	phactr4b	GO:0001755	neural crest cell migration	P
UniProtKB	F1QH38	fbxo44.3	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QH38	fbxo44.3	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QH43	nprl3	GO:0010508	positive regulation of autophagy	P
UniProtKB	F1QH43	nprl3	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	F1QH43	nprl3	GO:0034198	cellular response to amino acid starvation	P
UniProtKB	F1QH43	nprl3	GO:0034198	cellular response to amino acid starvation	P
UniProtKB	F1QHA5	psmb11b	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	F1QHA5	psmb11b	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	F1QHA9	nrp1b	GO:0001755	neural crest cell migration	P
UniProtKB	F1QHB4	rnf217	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHB9	rnf215	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHE5	psmd14	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHJ4	dap	GO:0010507	negative regulation of autophagy	P
UniProtKB	F1QHJ4	dap	GO:0034198	cellular response to amino acid starvation	P
UniProtKB	F1QHK8	lpl	GO:0019433	triglyceride catabolic process	P
UniProtKB	F1QHK8	lpl	GO:0019433	triglyceride catabolic process	P
UniProtKB	F1QHL0	irs2a	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	F1QHL0	irs2a	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	F1QHN6	ubc	GO:0019941	modification-dependent protein catabolic process	P
UniProtKB	F1QHT8	ptprnb	GO:0035773	insulin secretion involved in cellular response to glucose stimulus	P
UniProtKB	F1QHV5	zgc:174354	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHX5	ptch1	GO:0010002	cardioblast differentiation	P
UniProtKB	F1QHZ1	rad23aa	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHZ1	rad23aa	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QHZ1	rad23aa	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QIB5	rragd	GO:0009267	cellular response to starvation	P
UniProtKB	F1QIB5	rragd	GO:0010506	regulation of autophagy	P
UniProtKB	F1QIC4	phactr4a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QIC4	phactr4a	GO:0001755	neural crest cell migration	P
UniProtKB	F1QIG8	rubcnl	GO:0097352	autophagosome maturation	P
UniProtKB	F1QIG8	rubcnl	GO:0061909	autophagosome-lysosome fusion	P
UniProtKB	F1QIG8	rubcnl	GO:0061910	autophagosome-endosome fusion	P
UniProtKB	F1QIQ2	bag6	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	F1QIY4	ocrl	GO:0001755	neural crest cell migration	P
UniProtKB	F1QJ12	bap1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QJ12	bap1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QJ49	prkag2a	GO:0042149	cellular response to glucose starvation	P
UniProtKB	F1QJ55	mief2	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	F1QJ69	otud7b	GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QJB6	atm	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	F1QJB6	atm	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	F1QJB6	atm	GO:0000723	telomere maintenance	P
UniProtKB	F1QJB6	atm	GO:0000723	telomere maintenance	P
UniProtKB	F1QJB6	atm	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	F1QJC1	dhrs9	GO:0014032	neural crest cell development	P
UniProtKB	F1QJH3	nprl3	GO:0010508	positive regulation of autophagy	P
UniProtKB	F1QJH3	nprl3	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	F1QJH3	nprl3	GO:0034198	cellular response to amino acid starvation	P
UniProtKB	F1QJL4	lig3	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	F1QJL4	lig3	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	F1QJL4	lig3	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	F1QJQ4	camkk1b	GO:0061762	CAMKK-AMPK signaling cascade	P
UniProtKB	F1QJT0	pparda	GO:0045923	positive regulation of fatty acid metabolic process	P
UniProtKB	F1QJT0	pparda	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	F1QJT0	pparda	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	F1QJT0	pparda	GO:0010887	negative regulation of cholesterol storage	P
UniProtKB	F1QJT0	pparda	GO:0014032	neural crest cell development	P
UniProtKB	F1QJT5	si:ch1073-406l10.2	GO:0050994	regulation of lipid catabolic process	P
UniProtKB	F1QJX1	ehmt1b	GO:0006306	DNA methylation	P
UniProtKB	F1QJX5	ubr3	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	F1QJX5	ubr3	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	F1QJZ8	sema4gb	GO:0001755	neural crest cell migration	P
UniProtKB	F1QK10	prkag3b	GO:0042149	cellular response to glucose starvation	P
UniProtKB	F1QK43	nr4a2b	GO:0071376	cellular response to corticotropin-releasing hormone stimulus	P
UniProtKB	F1QK63	bglap	GO:0032571	response to vitamin K	P
UniProtKB	F1QK93	psmd1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QKA1	bbc3	GO:0090200	positive regulation of release of cytochrome c from mitochondria	P
UniProtKB	F1QKB1	ehmt1a	GO:0006306	DNA methylation	P
UniProtKB	F1QKD6	zgc:171740	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	F1QKE1	nrg2a	GO:0001755	neural crest cell migration	P
